popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,entropy_amplitude,complexity_amplitude,entropy_flux,complexity_flux,entropy_harmony,complexity_harmony,entropy_spectral,complexity_spectral,higuchi_fd,box_counting_fd,genre_acoustic,genre_blues,genre_classical,genre_country,genre_disco,genre_hip-hop,genre_jazz,genre_metal,genre_pop,genre_reggae,genre_rock
1.0,0.05410213806571085,0.07578932255683617,0.10744827295503154,-0.03402999764898543,0.131775968054527,-0.08356887950614841,0.03531844137202752,-0.12543949262175788,-0.11986766855311633,-0.0073413966948928655,-0.06820440989482222,-0.0034134170255660894,0.02928584892790659,0.13120124496212054,-0.1380850429736794,0.06235880792788937,-0.01908682700386713,-0.07892883123222658,0.0715600150833789,0.13429750743143737,0.08129803705447065,-0.10835494469370022,0.06317051022957759,0.11013028787292775,0.024878571990313854,-0.17872012048610075,-0.1335806984401467,0.033047655330416904,0.15820220137430344,-0.15452706597887247,0.1286678231447001,0.22198389052972345,-0.12027975505305578,-0.0898027902842098
0.05410213806571085,1.0,-0.11675021878642816,0.10045578778508718,-0.03155740296081605,0.02087282808127382,-0.0012534361323422848,-0.037125422443025434,-0.11489506773928332,0.005310707101156463,0.021081012587634396,-0.20650256027512462,0.009616154287598532,0.019217312478266916,0.20841978319069868,-0.24289584580573026,0.12413690496876992,-0.14272133563142025,-0.023627824633762597,-0.08474339859954422,0.11281189827489796,0.10648954123564923,-0.01276938237766427,0.03184610567617023,-0.04381833039999111,0.058056244975628224,-0.010634378526523144,-0.053879813525983464,0.08720379227541643,-0.05434305379896001,-0.07840564825615182,0.11325397431285222,0.005373093349078484,-0.03437014089243383,0.01156426048706801
0.07578932255683617,-0.11675021878642819,1.0,0.2837637586558408,0.0819120233841982,0.3480365160034731,-0.12237650317538114,0.21793368807619573,-0.31742412571331413,-0.2892794980225482,-0.0646807519122668,0.5081980629242441,-0.10014965702217105,0.21826165557434496,-0.2508944308124694,0.370263281081125,-0.5200839720880983,0.5066916307272384,-0.29552130849855796,0.28106762519977013,0.4019601651273772,0.12554086557667787,-0.24707356247256945,-0.012532571193746022,-0.02694910180468708,-0.018488845144430693,-0.35488357982091884,-0.05196619559417823,0.22674375288996906,0.2216331453599047,-0.12154319324130929,-0.23190934686809273,0.09809808543842356,0.31580613804873137,-0.056540859263411875
0.10744827295503154,0.1004557877850872,0.28376375865584075,1.0,0.08544751877415367,0.8096751730282441,-0.11503376834174542,0.19364102139990402,-0.800276928018873,-0.40707531052163254,0.17714396134650576,0.3766211609988489,0.20625894913886686,0.20637886046923723,0.41895298389502966,-0.3233494629927797,-0.3044562354109618,0.4935999379398637,-0.22708342637149487,0.23608249148138177,0.5595341974768571,0.32862043417668846,0.11334807880608484,0.200900804497609,-0.16563051408706475,-0.006005199303269551,-0.48486598153629595,-0.018604430559165733,0.2143297264913221,0.08531721777532747,-0.285901572468393,0.3222008621080887,0.02838590883952321,0.1532899725807691,0.15748401015915842
-0.034029997648985406,-0.03155740296081605,0.0819120233841982,0.08544751877415367,1.0,0.08935834266107183,-0.08475726690635967,0.06696369009372102,-0.06977116219080483,-0.06959911059712015,0.0718860177935816,0.09535949217091141,-0.011922188025453634,-0.0018593947322855077,-0.0067485786120312615,0.01283174447791104,-0.07414268695568427,0.08591601444949919,-0.06519547226025932,0.06643428413120908,0.07764273642269115,0.014180210535951993,0.02453030546510976,-0.007888814775242219,-0.016651496099237398,-0.03830664373568407,-0.0698870673721688,0.016733523173617874,0.037486372991879284,0.02485420353728539,0.005003651537209268,-0.014846900462866847,0.01853811880998845,0.02124501226454427,0.015831225355432615
0.131775968054527,0.020872828081273817,0.3480365160034731,0.8096751730282441,0.08935834266107183,1.0,-0.12460172501981245,0.1644691308742668,-0.6906574656839427,-0.597496854436689,0.10761761318409344,0.2685867618616179,0.15319037150814335,0.18185713662814612,0.3667398302117724,-0.2858183949206639,-0.25792887024661126,0.3711645130004459,-0.20770947266895043,0.16383131496525982,0.6770341452620207,0.4936623610897495,0.04135705331087882,0.22726252220109638,-0.03477094802267797,-0.00862286122930589,-0.6797982068442207,0.06509671758775419,0.08119961934361372,0.13917006566470808,-0.16227334591830592,0.19056203295231566,0.07931614714908014,0.1873891649026426,0.14273161441439614
-0.08356887950614843,-0.0012534361323422814,-0.12237650317538114,-0.11503376834174542,-0.08475726690635965,-0.12460172501981245,1.0,-0.14094587168961065,0.13316942431998685,0.0612083368412472,-0.045727291262390786,-0.04661958419564382,0.02245328970542538,-0.0037821716800370353,-0.04378790546335115,0.017987578268314385,0.013614638015391412,-0.0600484131845152,0.09185204051958923,-0.0856905393514568,-0.12820059766626532,-0.0571174818941483,0.07857725547283091,-0.06298554711732877,0.13123540278951873,0.019175949266048372,0.07850154230788561,0.1773775307109477,-0.053333108896197155,-0.15880082985946337,0.038951146946660783,-0.04014964377578887,-0.07310830657680956,-0.11925043449823855,-0.000599248414564043
0.03531844137202752,-0.037125422443025434,0.21793368807619573,0.193641021399904,0.06696369009372102,0.1644691308742668,-0.14094587168961065,1.0,-0.17690493183060804,-0.08376040390839866,0.0713646215387766,0.11543726099439386,0.11355112021557667,0.087870117816835,-0.02386910561818224,0.038910029172973856,-0.08761399206800193,0.16100760960729893,-0.17493668632004522,0.10773434122303877,0.14060764064977713,0.031101843181868108,-0.1314427785826903,0.04530598031690494,-0.11384850366194757,-0.06703124398894261,-0.10766398332233817,-0.11931321047034352,-0.05632218145313446,0.352522110894724,-0.036715831936273056,0.020756626674966243,0.03588740090251412,0.18222010543844966,-0.09049128907767462
-0.12543949262175788,-0.11489506773928332,-0.31742412571331413,-0.800276928018873,-0.06977116219080483,-0.6906574656839427,0.13316942431998685,-0.17690493183060804,1.0,0.38669910783725775,-0.08021041042811278,-0.25884043889188824,-0.19662872728626496,-0.1784086024005613,-0.3185454671907586,0.2569529923078032,0.316054536084935,-0.43219663950841214,0.4145653832283929,-0.3726848336733591,-0.5956838714728094,-0.2900318971733011,0.06318499667425093,-0.20179948899349442,0.19227081930729434,-0.019217353064658993,0.5180865679154596,-0.0016416398637670165,-0.1942925779050964,-0.12628613819221174,0.3047878960833677,-0.30691271341576154,-0.021290326835312623,-0.17649831872663402,-0.16900621530267917
-0.11986766855311633,0.005310707101156442,-0.2892794980225482,-0.40707531052163254,-0.06959911059712015,-0.597496854436689,0.06120833684124721,-0.08376040390839866,0.38669910783725775,1.0,-0.05437577978774805,-0.2324765111829296,-0.06663871402411187,-0.14456516686939344,-0.19501726995780033,0.12264565371726124,0.2578994034776836,-0.25096432058822693,0.08682133591879643,-0.06613577327195164,-0.6288020881397258,-0.5246577591898995,-0.054398335223006154,-0.14764786336329497,-0.06030469873480368,-0.07529048247501316,0.6656651577248542,-0.11495658989474086,-0.01230456029972879,-0.10664911677193895,0.013809215396827487,-0.02122925642843335,-0.09532244178160262,-0.11587395239641546,-0.07754327433900488
